,nickname,text,score,like,dislike,time,watch_movie
16,ㅇㅅㅇ(cand****),염정아 연기 진짜 미쳤다ㅠㅠ...개인적으로 연기 정말 잘한다고 생각하는 배우 연기 스펙트럼 정말 넓다,10,2639,107,2018-10-31 16:33:00,0
17,탱탱(typ0****),"명배우들 대사 핑퐁이 그렇게 신나고 재밌는 줄 몰랐다.역시 프로들은 다른가보다, 마치 올림픽 탁구 경기를 보는 느낌이였다.",10,2583,211,2018-10-31 09:39:00,0
18,ksod****,캐릭터 중 이서진캐릭터가 제일쓰레김,8,2397,84,2018-11-03 00:40:00,관람객
19,장수진(jsj7****),재밌는데 끝나고 나면 기분나쁜 영화..,8,2358,156,2018-10-31 20:53:00,관람객
20,mick****,유해진은 진또배기 배우다 ㅋㅋ진짜 개재밋음ㅋㅋ,10,1966,152,2018-10-31 10:10:00,관람객
21,해바라기(sunf****),고오급 드립의 향연 속에서의 배우들의 편안한 연기에 매료되어 빵 터지기도 했다가 간 쫄리기도 했다가 관중을 들었다 놨다 아주 미친 영화,10,1872,188,2018-10-31 09:29:00,0
22,쇼코(mfll****),누구든 남들에겐 보이기 싫은 비밀이 있고 그게 드러날까 조마조마하는 마음. 영화 보는 내내 나도 불편한 마음을 느꼈다. 극화시킨 느낌은 있지만 볼만했고 인간관계나 사람의 본심에 대해 생각하게 하는 영화.,10,1469,90,2018-10-31 14:45:00,0
23,bb39****,저게 현실이라면 결혼하면 안되겠다,2,1669,311,2018-11-03 10:23:00,0
24,동태동동(ehdr****),보고 뜨끔하는사람 많을거같아요.,7,1421,77,2018-10-31 12:51:00,관람객
25,Dirk Nowitzki(rlaw****),오랜만에 만나는 웰메이드 영화.,10,1259,175,2018-10-31 09:28:00,0
26,pianoman(if_p****),아침부터 엄청 웃었음ㅋㅋ 올해 본 영화중에 젤 재밌고~~ 이야기가 깊어요~~~ 이게 영화지!!!,10,1144,189,2018-10-31 10:07:00,관람객
27,라벤다(qwer****),인간관계의 모든것...진짜 너무 적나라하다ㅜ,10,1011,72,2018-10-31 16:42:00,0
28,달려라벼리(hanb****),별 10개줘도 아깝지 않음 이서진 오랜만에 영화 굳이엇음,10,1126,199,2018-10-31 09:36:00,0
29,이창현(gktq****),갑자기  아이폰 사파리 검색기록을 지워야겠다는 생각이 문득 들었다.,10,1063,199,2018-10-31 10:04:00,0
