type	text
네이버	진짜 명작인거같다.. 어렸을때 보고 13년후 다시보는데 와.. 채널돌리다본건데 눈물 펑펑쏟음. 조승우는 참배우다.왜 요즘은 이런 명작이 안나올까 아쉽다
네이버	조승우의 연기는 정말 최고다.... 김미숙씨도 정말 연기 잘하셨음
네이버	초원이 다리는 백만불 짜리 다리...
네이버	조승우의 연기력때문에 빛이 났던 영화
네이버	조승우씨 연기 정말 잘하신당
네이버	배우 조승우의 완벽한 자폐증연기가 감독의 연출력과 스토리 속에 잘 어우러져 빛나는영화....말아톤
네이버	어린 시절에 이 영화를 보고 행복했던 기억만 어렴풋하게 남아있었는데 문득 그 느낌과 기억을 되살리고 싶어서 다시 보게 되었다. 보는 내내 가슴이 시큰하기도 하고 따뜻하고 행복해지기도 했다. 이때의 한국영화만의 따뜻한...
네이버	내용을 다 알로 다시 보니 첫장면 부터 눈물이 나네요...
네이버	계속 울면서봄ㅜㅜㅜㅜ
네이버	
네이버	"조승우씨 자폐아 연기 한 번 해주세요"라는 기자의 질문에 "당신은 자폐아에 대한 예의도 상식도 없다"며 현장에 있던 기자를 뻘쭘하게 만든 명배우.. 조승우 사랑해씨발
네이버	조승우가 연기했다는 이유만으로 별점 10점인 영화.
네이버	조승우 연기가 레전드입니다
네이버	"우리 아이는 장애가 있어요"라고 말할때 그냥 눈물 줄줄줄ㅠㅡㅠ진짜 감동적인 영화다..조승우님 연기 너무 잘하셨다....이 영화를 보고 장애가 있는 친구들이 용기를 얻었으면 좋겠다
네이버	다시봐도 감동...비가 주룩주룩 내려요.초코파이 버리고 달리던,마지막 진짜 웃음지으며 찍은 사진....말로 표현이 안되게 감동... 조승우씨이미숙님...진짜 연기 최고시네요.팬됐어요~~~
네이버	최고야 조승우 진짜... 감사합니다
네이버	화려한 액션이 아니어도 주는 몰입과 감정선을 그대로 따라 가다보면 그 영화에 빠지게 만드는 매력,,, 15년이 지난 지금도 손색없는 명작이네요
네이버	진짜 조승우 연기는 레전드
네이버	조승우 연기만으로 이영화는 10점을 줄수있음
네이버	다시봐도 조승우 연기 미친거 같다
네이버	자폐아 연기를 하는 몇 배우를 봤지만조승우만한 사람을 못봤다. 정말 최고
네이버	스포일러가 포함된 감상평입니다. 감상평 보기
네이버	ㄹㅇ 연기가 말이안됨. 물론 다른주연님들도 연기좋았는데 조승우는 뭐 순간적으로 자폐아닌 일반인 같은 감정 표정을 섞을때 그게 넘 씨게 때림
네이버	백만 불짜리 영화!
네이버	내일의 할 일 "말아톤" / "초원이 다리는?" / 그동안 장애인, 그리고 장애인과 함께 사는 가족의 삶에 대해 잘 몰랐던 이로서 생각해볼 여지가 많은 영화였다. 이 영화 하나 본다고 장...
네이버	말아톤을 다시 보고 싶어서 결제하고 보려다 AsiaM tv에서 때마침 하다니...대박~다시봐도 너무 좋은 영화^^
네이버	영화 중반부터 코 막혀서 입으로 숨 쉬어야함ㅠ
네이버	내 인생영화.
네이버	더 무슨 말이 필요할까. 함께 행복하게 잘 살자
네이버	조승우 정말 개 멋지다. 다른 분들 연기도 다 좋고. 억지감동하곤 먼가 다른게 있다.
네이버	스포일러가 포함된 감상평입니다. 감상평 보기
네이버	
네이버	
