type	text
네이버	뻔한내용으로 눈물을 흘리게 하는 영화 ... 정말 잘 봤습니다.
네이버	조낸재미씀
네이버	감동받는 영화..
네이버	감동그자체
네이버	지루하지 않은 평범하고 감동적인 조금은 진부한 영화
네이버	평범한 스포츠 성장 영화걍 한번 보기로 족한영화
네이버	흐엉엉... 감동적이에요
네이버	감동 가득....
네이버	마지막 실화라고자막내릴때 왠지모를 충격..
네이버	그냥 대박이네요..너무훌륭한 영화인듯싶어요..ㅠ.ㅠ
네이버	정재영은 강우석과 인연을 끊어야 할때가 왔다..
네이버	와 이거 쩌내 진짜재밌어 감동도있고말이야... 대작이군
네이버	짱임.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
네이버	재밌어요.. 아내와 아들과 함께 감동받았습니다.
네이버	완전감동................
네이버	엉엉엉
네이버	최고!
네이버	야구를 소재로 성장 영화를 만들라면 140분은 너무 짧다...
네이버	배우분들 연기도 좋고 내용도 감동적이라 추천합니다.^^
네이버	재밌고 감동적인 영화
네이버	양주3병먹으면서 정말잼있게 보았지만 뭔가여훈이남는다..
네이버	야구영화는역시거기서거기더군요휴최소5~6시간걸리2시간짜리로해서별루..
네이버	이 영화 이상한 평가 해주실꺼면 왜 하셈?
네이버	비오는 오늘 가슴을 촉촉하게 해주는 그런 영화입니다 ^^
네이버	감동의 눈물을 쏟아냈던 영화~ 재밌습니다
네이버	억지로 짜내는 눈물이 아니어서 괜찮았던 영화.
네이버	내가 감정이 메마른건가?ㅜ 느낌이 없네여
네이버	아직 우리나라에서 야구영화는 좀...
네이버	감동한번 해봐 하고 만든 몇몇 장면은 감동보다, 웃음과 부끄러움을 안겨준다.
네이버	딱 평작 수준. 솔직히 10점감은 아니지..잘 모르시는 분들은 영화좀많이보고오시길
네이버	어....음.....
네이버	감동먹었음
네이버	감동임다~~!!!!!!!!!!!!!!
네이버	야구에도사랑이있다니.G - Love
네이버	내 평생 이런 영화 못 봤다 감동
네이버	재밌고 감동적임 ㅠㅠ
네이버	일반적인 스토리의 스포츠 감동물
네이버	굿~
네이버	굿!!짱슬퍼요 ㅜㅠ
네이버	약간의 과장된 감동이 있었지만 장애우들의 아픔을 조금이나마 느끼게했던 영화
네이버	초반 좀 지루한 감이 없지 않지만 후반부에 뻔한 내용이지만 감동이 있군요
네이버	감동입니다. 보길 정말 잘했어요!
네이버	감동적이네요 재미도있구
네이버	강우석다운 느낌이 안났지만..나름 괜찮았다!
네이버	굿굿굿굿굿
네이버	좋은데 한국은 스포츠로 건네는 감동은 어디서나 최고
네이버	촤고의영화이네요
네이버	쓸데 없이 길고 뻔하지만 그래도 진정성이 약간이나마 느껴지긴 했다.
네이버	진짜 감동 ㅠㅠ
네이버	좋습니다.
네이버	한국식 야구 영화는 또 다른 맛의 감동을 준다.
네이버	완전 감동이예요... 야구게임할때 진짜ㅠㅠ
네이버	뻔한 감동 이긴 했지만 
네이버	뻔한스토리지만 감동을 줄수있다는건 멋진거지;;
네이버	간만에 진짜 재미있는 한국영화..또라이 같은x의 개드립은 무시하고 보세요..
네이버	거의 영화들은  주인공이 거의 성공하는대 이영화는 욕심 같은개 없고
네이버	뻔한 소재 뻔한 내용 뻔한 감동.
네이버	잔잔한 감동.. 더 힘내지 못 하는 제가 부끄럽네요.
네이버	좀 뻔하지만 볼만해요
네이버	야구를 너무 사랑한 나머지 그만
네이버	나 눈물 나서 안들킬려고 딱았음.... 감동적!
네이버	감동......+.+
네이버	진짜 감동적이었다
네이버	완전 감동
네이버	정말 감동적이었어요~~~~~최고최고!!!!
네이버	아이들때문에 본 영화
네이버	생각은다르겠지만 ,,,,, 무슨감독님을, 이거실화자나 칫
네이버	변화하지 못하면 영원한 '꼰대'입니다. 강감독님
