,nickname,text,score,like,dislike,time,watch_movie
284,nul(llsz****),이 영화 또라이같은건 나만그런건가?... 되게 못하는 뮤지컬 영화같은 느낌....? 내용도 이상하고  전개도 이상하고 뜬금없는 결말 나만 들었나 여기저기 한숨소리?... 삼류 뮤지컬영화같음 아... 피곤하다...,1,32,11,2017-01-06 00:23:00,0
285,cimo****,낚였음.. 계절이 바뀔 때마다 집에 가고 싶은 강한 충동을 느꼈음,1,33,12,2016-12-17 20:13:00,0
286,이봐개(inyh****),"웃기는 짬뽕같은 영화... 이들 사랑엔 개연성이 없고, 이들의 꿈 역시 깊이가 없다. 아무 이유없이 사랑하고, 헤어지며 별다른 노력없이 성공한다. 차라리 모아나 가 100만배쯤 더 뛰어난 뮤지컬 애니메이션인듯...",1,34,13,2017-01-30 01:35:00,0
287,재무니(orol****),별로 재미없어요...,1,34,13,2016-12-20 17:08:00,관람객
288,박종헌(vnfm****),평점이 너무높아 내가 비정상인줄 알았다. 인생영화 하나 건졌다. 친구들한테 추천해야겠다. 나만엿먹을수 없다. 특히 공중부양 진심 죽여버린다 ㅋㅋ...,1,35,14,2017-01-28 01:22:00,0
289,최예슬(ysys****),기대 안 하고 봤는데 기대 이하,1,36,15,2016-12-26 10:10:00,관람객
290,안만들것임(pear****),별로에요 힘들고 기빨려서 나왔어요,1,36,15,2016-12-25 17:01:00,관람객
291,Kross(ckck****),ㅆㅆㄹㄱ 영호ㅏ돈아깝다,1,45,24,2016-12-10 20:21:00,관람객
292,minu****,흠... 흔한 스토리에 특별할거 없는 음악... 무엇보다 엔딩이 ㅜㅜ,1,48,27,2016-12-21 00:39:00,관람객
293,코베인(shin****),전형적인 코요테어글리식 신파극,1,48,27,2016-12-18 12:59:00,관람객
294,dbst****,누가 본다고하면 발목을 부셔서라도 말리고 싶다.,1,52,31,2016-12-28 23:34:00,관람객
295,될놈(patr****),솔직히 재미가 없네요..,5,83,62,2016-12-08 07:53:00,관람객
296,John Doe(mein****),이게 지루하다는 사람은 착각아닌 진짜 사랑이란걸 못했본 사람이고 꿈이란건 잠잘때만 꿔본 사람이다.,10,23,3,2017-08-16 00:29:00,관람객
297,허태경(gjwl****),영상미는 좋았으나 노잼,1,26,6,2016-12-31 14:36:00,관람객
298,라랄라(wjda****),세기의 졸작. 이쁠거라고 장담하면서 찍었을 듯한 장면 하나하나에서 영상미를 도저히 찾아볼 수 없을 지경이었고 70년대 싸구려 영화보다도 못한 연출이 없는 영상미를 더 줄여줌. 맨 처음 나온 뮤지컬 씬은 의도와 영상미...,1,27,7,2017-01-09 16:19:00,0
