terms,pos,type,count
지루해서,Adjective,네이버,1
지루해요,Adjective,네이버,1
지루했다,Adjective,네이버,1
지리,Noun,네이버,2
지만,Josa,네이버,3
지상,Noun,네이버,1
지지,Noun,네이버,1
지키네요,Verb,네이버,1
지폈던,Verb,네이버,1
지형,Noun,네이버,1
직전,Noun,네이버,2
진리,Noun,네이버,4
진심,Noun,네이버,6
진정,Noun,네이버,1
진정한,Adjective,네이버,2
진짜,Noun,네이버,55
질,Noun,네이버,1
질리,Noun,네이버,1
질린면은,Verb,네이버,1
질질,Noun,네이버,1
짐,Noun,네이버,3
집,Noun,네이버,4
집가는,Verb,네이버,1
집결,Noun,네이버,1
짓,Noun,네이버,1
짜리,Verb,네이버,2
짜릿했던,Adjective,네이버,1
짜여진,Verb,네이버,1
짜증나는,Adjective,네이버,1
짜증남,Adjective,네이버,1
짬뽕,Noun,네이버,1
짱,Modifier,네이버,1
짱,VerbPrefix,네이버,1
짱짱맨,Noun,네이버,2
째,Foreign,네이버,1
째,Suffix,네이버,2
쨉도,Verb,네이버,1
찍기,Noun,네이버,1
찍어낸거야,Verb,네이버,1
찍었고,Verb,네이버,1
찍었지,Verb,네이버,1
찜질방,Noun,네이버,1
차,Noun,네이버,4
차가,Adjective,네이버,1
차라리,Noun,네이버,2
착각,Noun,네이버,1
찬란한,Adjective,네이버,1
찬란했다,Adjective,네이버,1
찬양,Noun,네이버,2
참,Verb,네이버,1
참네,Verb,네이버,1
참신하고,Adjective,네이버,1
참았다,Verb,네이버,1
창조,Noun,네이버,1
찾아갔을,Verb,네이버,1
찾은,Verb,네이버,1
채우기에,Verb,네이버,1
챠,Noun,네이버,1
처,Noun,네이버,1
처럼,Josa,네이버,2
처럼,Noun,네이버,1
처음,Noun,네이버,32
천배,Noun,네이버,1
천추,Noun,네이버,1
철거,Noun,네이버,1
첨,Adverb,네이버,1
첨으로,Adverb,네이버,1
첫,Modifier,네이버,6
첫,Noun,네이버,3
첫등장,Noun,네이버,1
청소년,Noun,네이버,1
체,Noun,네이버,1
체인지,Noun,네이버,1
체험,Noun,네이버,1
쳐,Verb,네이버,1
쳤는데,Verb,네이버,1
초,Noun,네이버,1
초등학교,Noun,네이버,2
초딩,Noun,네이버,3
초반,Noun,네이버,4
초심,Noun,네이버,1
촌,Noun,네이버,1
촌스럽고,Adjective,네이버,1
총,Noun,네이버,1
최강,Noun,네이버,1
최고,Noun,네이버,42
최고다,Noun,네이버,5
최고봉,Noun,네이버,1
최대,Noun,네이버,1
최소,Noun,네이버,1
최소한,Noun,네이버,1
최신,Noun,네이버,1
최악,Noun,네이버,2
최후,Noun,네이버,3
추가,Noun,네이버,1
추억,Noun,네이버,3
충격,Noun,네이버,29
충분,Noun,네이버,1
충분했다,Adjective,네이버,1
취,Noun,네이버,1
취급,Noun,네이버,1
취저,Noun,네이버,1
취향,Noun,네이버,2
측,Suffix,네이버,1
치고,Josa,네이버,2
치는,Verb,네이버,1
친구,Noun,네이버,2
친해지고,Verb,네이버,1
칠,Modifier,네이버,1
캐릭터,Noun,네이버,7
캐스팅,Noun,네이버,1
캡틴,Noun,네이버,1
커다란,Adjective,네이버,1
커졌지만,Verb,네이버,1
컬쳐,Noun,네이버,1
컬쳐쇼크,Noun,네이버,1
케미,Noun,네이버,1
케이트,Noun,네이버,1
코,Noun,네이버,1
코드,Noun,네이버,1
코믹,Noun,네이버,1
쾌감,Noun,네이버,1
쿠,Noun,네이버,1
쿡,Noun,네이버,1
쿨,Noun,네이버,2
퀄리티,Noun,네이버,4
크게,Noun,네이버,2
크고나서,Verb,네이버,1
크나큰,Adjective,네이버,1
큰,Verb,네이버,6
클리셰,Noun,네이버,1
큼,Foreign,네이버,1
큼은,Foreign,네이버,1
큼의,Foreign,네이버,1
킄,Noun,네이버,1
타,Modifier,네이버,2
타인,Noun,네이버,1
탁월한,Adjective,네이버,1
탄,Verb,네이버,1
탄에서,Verb,네이버,1
탄이,Verb,네이버,3
탄탄하다,Adjective,네이버,1
탱크,Noun,네이버,1
터미네이터,Noun,네이버,4
통틀어,Noun,네이버,1
퇴보하고,Adjective,네이버,1
투,Noun,네이버,1
트,Noun,네이버,1
트랜스,Noun,네이버,3
트랜스포머,Noun,네이버,109
트럭,Noun,네이버,1
트렌스포머,Noun,네이버,3
트포,Noun,네이버,9
특선,Noun,네이버,1
특히,Adverb,네이버,2
틀림,Noun,네이버,1
틀어줬음,Verb,네이버,1
티나,Noun,네이버,1
티모,Noun,네이버,1
티비,Noun,네이버,1
틱,Suffix,네이버,1
파괴,Noun,네이버,1
파크,Noun,네이버,1
팝아트,Noun,네이버,1
패권,Noun,네이버,1
패스트,Noun,네이버,1
패키지,Noun,네이버,1
팬,Noun,네이버,2
퍼시픽림,Noun,네이버,6
퍼펙,Noun,네이버,1
페헤,Noun,네이버,1
편,Noun,네이버,51
편견,Noun,네이버,1
편때,Noun,네이버,1
편의,Noun,네이버,6
편이,Noun,네이버,18
편인듯,Verb,네이버,1
편할듯,Adjective,네이버,1
평가,Noun,네이버,6
평가절하,Noun,네이버,1
평균,Noun,네이버,2
평론가,Noun,네이버,2
평생,Noun,네이버,1
평이,Noun,네이버,1
평점,Noun,네이버,18
평화,Noun,네이버,1
평화하면서,Adjective,네이버,1
포,Noun,네이버,2
포머,Noun,네이버,1
폭망,Noun,네이버,1
폭발,Noun,네이버,1
폭스,Noun,네이버,1
표현,Noun,네이버,3
퓨쳐,Noun,네이버,1
프라임,Noun,네이버,7
프레임,Noun,네이버,1
프리미엄,Noun,네이버,1
필요,Noun,네이버,3
필요없는,Adjective,네이버,2
필요없다,Adjective,네이버,2
필요없다는데,Adjective,네이버,1
필요없이,Adjective,네이버,1
하,Suffix,네이버,4
하게,Verb,네이버,2
하겠지만,Verb,네이버,1
하고,Josa,네이버,12
하고,Verb,네이버,1
하기엔,Verb,네이버,1
하길,Verb,네이버,1
하나,Noun,네이버,10
하나로,Noun,네이버,3
하냐,Verb,네이버,3
하네요,Verb,네이버,1
하는,Verb,네이버,14
하는거,Verb,네이버,2
하는건,Verb,네이버,1
하는게,Verb,네이버,2
하는데,Verb,네이버,1
하다,Verb,네이버,2
하다지,Verb,네이버,1
하더군,Verb,네이버,1
하더군요,Verb,네이버,1
하든데,Verb,네이버,1
하러,Verb,네이버,1
하루,Noun,네이버,2
하며,Verb,네이버,2
하면서,Verb,네이버,2
하세요,Verb,네이버,1
하시고,Verb,네이버,1
하시는,Verb,네이버,1
하여금,Adverb,네이버,1
하여튼,Noun,네이버,1
하이라이트,Noun,네이버,1
하지만,Conjunction,네이버,4
학기,Noun,네이버,1
학년,Noun,네이버,1
학대,Noun,네이버,1
한,Determiner,네이버,10
한,Josa,네이버,21
한,Modifier,네이버,2
한,Verb,네이버,11
한국,Noun,네이버,2
한국인,Noun,네이버,1
한다,Verb,네이버,7
한다고,Verb,네이버,1
한다는,Modifier,네이버,1
한동안,Adverb,네이버,1
한떄,Noun,네이버,1
한번,Noun,네이버,7
한시,Noun,네이버,2
한이다,Verb,네이버,1
한테,Josa,네이버,1
한편,Noun,네이버,1
할,Verb,네이버,13
할거,Verb,네이버,1
할것,Verb,네이버,1
할것도,Verb,네이버,1
할것만,Verb,네이버,1
할것처럼,Verb,네이버,1
할듯,Verb,네이버,1
할떄,Noun,네이버,1
할래,Verb,네이버,1
할말이,Verb,네이버,1
할수,Verb,네이버,1
할수있다는,Verb,네이버,1
할지,Verb,네이버,1
함,Noun,네이버,7
함부로,Noun,네이버,1
함성,Noun,네이버,1
합니다,Verb,네이버,1
항상,Noun,네이버,3
해,Noun,네이버,1
해,Verb,네이버,3
해놨어,Verb,네이버,1
해도,Noun,네이버,6
해도,Verb,네이버,2
해리포터,Noun,네이버,2
해먹,Noun,네이버,2
해보니,Verb,네이버,1
해보시겠어요,Verb,네이버,1
해본다,Verb,네이버,1
해서,Verb,네이버,5
해야,Verb,네이버,4
해야지,Verb,네이버,1
해야한,Verb,네이버,1
해운대,Noun,네이버,1
해주면,Verb,네이버,1
해준,Verb,네이버,1
해준다,Verb,네이버,1
해피엔딩,Noun,네이버,1
햇,Noun,네이버,3
했고,Verb,네이버,1
했나,Verb,네이버,1
했는데,Verb,네이버,2
했다,Verb,네이버,7
했다고,Verb,네이버,1
했다는게,Verb,네이버,1
했던,Verb,네이버,3
했어,Verb,네이버,1
했었,Verb,네이버,1
했었는데,Verb,네이버,1
했었지,Verb,네이버,1
했을,Verb,네이버,2
했을까,Verb,네이버,1
했음,Verb,네이버,1
행,Noun,네이버,1
향,Noun,네이버,1
허,Verb,네이버,1
헐,Verb,네이버,1
헐리웃,Noun,네이버,1
헬기,Noun,네이버,4
혁명,Noun,네이버,10
혁신,Noun,네이버,3
현,Modifier,네이버,3
현대,Noun,네이버,1
현실,Noun,네이버,2
혐오,Noun,네이버,1
협공,Noun,네이버,1
형,Noun,네이버,2
형님,Noun,네이버,1
형사,Noun,네이버,1
호,Noun,네이버,1
호강,Noun,네이버,1
호평,Noun,네이버,1
혹은,Adverb,네이버,1
혼미해,Adjective,네이버,1
혼자,Noun,네이버,3
홀로,Noun,네이버,1
화,Suffix,네이버,4
화려한,Adjective,네이버,5
화려함이다,Adjective,네이버,1
화만,Noun,네이버,1
화보,Noun,네이버,1
환상,Noun,네이버,2
환장하게,Adjective,네이버,1
황,Noun,네이버,1
황홀,Noun,네이버,1
회,Noun,네이버,1
회색,Noun,네이버,1
획,Noun,네이버,10
획기,Noun,네이버,4
효시,Noun,네이버,1
후,Noun,네이버,7
후속,Noun,네이버,1
후속작,Noun,네이버,6
후의,Noun,네이버,1
후회되고,Adjective,네이버,1
훌륭,Noun,네이버,1
훌륭한,Adjective,네이버,1
훌륭해,Adjective,네이버,1
훨,Noun,네이버,1
훨씬,Adverb,네이버,1
흐긴,Noun,네이버,1
흐르게,Verb,네이버,1
흐를수록,Verb,네이버,1
흘러나오는,Verb,네이버,1
흘렀네,Verb,네이버,1
흠,Noun,네이버,1
흠잡을데,Adjective,네이버,1
흥미롭게,Adjective,네이버,1
흥분,Noun,네이버,1
희,Adjective,네이버,1
희망,Noun,네이버,2
히,Adverb,네이버,3
히어로,Noun,네이버,1
힘,Noun,네이버,1
힘들,Adjective,네이버,2
힘들듯,Adjective,네이버,1
힘듬,Adjective,네이버,1
